"Date of Case",Reference,"Notification From","Country Origin",Product,"Product Category","Hazard Substance","Hazard Category"
"Dec 3, 2021","2021.6622",Slovakia,Poland,Sausage,"Meat and meat products (other than poultry)","Benzo(a)pyrene - industrial contaminants; Polycyclic aromatic hydrocarbons sum of - industrial contaminants","Industrial contaminants; Industrial contaminants"
"Dec 3, 2021","2021.6621",Germany,"Türkiye","Fig bread","Fruits and vegetables","Ochratoxin A - mycotoxins",Mycotoxins
"Dec 3, 2021","2021.6620",Netherlands,India,Groundnuts,"Nuts, nut products and seeds","Aflatoxin B1 - mycotoxins; Aflatoxin total - mycotoxins","Mycotoxins; Mycotoxins"
"Dec 3, 2021","2021.6619",Germany,Uganda,"Fresh chillies, chilled","Fruits and vegetables","Lambda-cyhalothrin - pesticide residues","Pesticide residues"
"Dec 3, 2021","2021.6618",Spain,China,"Kids tableware","Food contact materials",,
"Dec 3, 2021","2021.6617",Poland,Spain,"Szpinak swieży - fresh spinach","Fruits and vegetables","Dithiocarbamates - pesticide residues","Pesticide residues"
"Dec 3, 2021","2021.6615",Netherlands,Togo,"Cashew kernels","Nuts, nut products and seeds","Aflatoxin B1 - mycotoxins; Aflatoxin total - mycotoxins","Mycotoxins; Mycotoxins"
"Dec 3, 2021","2021.6613",Romania,Poland,"Ficat de pui congelat // Frozen chicken liver","Poultry meat and poultry meat products","Salmonella spp. - pathogenic micro-organisms; Salmonella enteritidis phagetype 6D - pathogenic micro-organisms","Pathogenic micro-organisms; Pathogenic micro-organisms"
"Dec 3, 2021","2021.6609",Bulgaria,"Türkiye",MANDARINES,"Fruits and vegetables","n/a","n/a"
"Dec 3, 2021","2021.6607",Poland,,"Poekstrakcyjna śruta słonecznikowa - post-extraction sunflower meal","Feed materials","Moulds - infested with - non-pathogenic micro-organisms","Non-pathogenic micro-organisms"
"Dec 3, 2021","2021.6603",Austria,Germany,"Life yeast (saccharomyces cerevisiae)","Feed additives","Penicillin - residue level above MRL for - residues of veterinary medicinal products; Phenoxymethylpenicillin - presence of - residues of veterinary medicinal products","Residues of veterinary medicinal products; Residues of veterinary medicinal products"
"Dec 3, 2021","2021.6601",Denmark,Denmark,"Apple juice","Non-alcoholic beverages","Patulin - mycotoxins",Mycotoxins
"Dec 3, 2021","2021.6599",Austria,India,"Basmati rice","Cereals and bakery products","Thiamethoxam - pesticide residues; Tricyclazole - unauthorised substance - pesticide residues","Pesticide residues; Pesticide residues"
"Dec 3, 2021","2021.6598",Germany,Germany,"Eierspätzle","Prepared dishes and snacks",,
"Dec 3, 2021","2021.6597",Spain,"Türkiye","Frozen pasteurized wedge clams( Donax trunculus)","Bivalve molluscs and products thereof","Salmonella spp. - pathogenic micro-organisms; Salmonella spp. - pathogenic micro-organisms","Pathogenic micro-organisms; Pathogenic micro-organisms"
"Dec 3, 2021","2021.6596",Spain,Germany,"Bamboo cup","Food contact materials",,
"Dec 3, 2021","2021.6595",Poland,Uzbekistan,"Rodzynki Sułtanki -Raisins SUŁTANK","Fruits and vegetables","Ochratoxin A - mycotoxins",Mycotoxins
"Dec 3, 2021","2021.6594",Belgium,France,"Agar agar","Food additives and flavourings","Ethylene oxide - pesticide residues; Ethylene oxide - pesticide residues","Pesticide residues; Pesticide residues"
"Dec 2, 2021","2021.6593",Spain,Germany,"Household items","Food contact materials",,
"Dec 2, 2021","2021.6592",Switzerland,Netherlands,"Viamax Volumizer, 60 Capsules, 01/2024, LOT 60014 Viamax International, Stockholm, Sweden","Dietetic foods, food supplements and fortified foods","Zinc - too high content of - composition; Novel food ingredient ginseng - unauthorised - GMO / novel food","Composition; GMO / novel food"
"Dec 2, 2021","2021.6591",Germany,"Türkiye",Grapes,"Fruits and vegetables","Acetamiprid - pesticide residues","Pesticide residues"
"Dec 2, 2021","2021.6590",Germany,Belgium,"Oat drink","Cereals and bakery products","Foreign body - foreign bodies","Foreign bodies"
"Dec 2, 2021","2021.6589",Spain,"France; Portugal; Spain",Yogurt,"Milk and milk products","Ethylene oxide - pesticide residues","Pesticide residues"
"Dec 2, 2021","2021.6588",France,France,"Katsu tori","Poultry meat and poultry meat products",,
"Dec 2, 2021","2021.6587",Finland,Germany,"Rapeseed meal","Feed materials","Salmonella - suspicion of - pathogenic micro-organisms; Salmonella Orion - pathogenic micro-organisms; Salmonella Senftenberg - pathogenic micro-organisms; Salmonella - pathogenic micro-organisms","Pathogenic micro-organisms; Pathogenic micro-organisms; Pathogenic micro-organisms; Pathogenic micro-organisms"
"Dec 2, 2021","2021.6586",Denmark,"South Africa",Oranges,"Fruits and vegetables","Imazalil - pesticide residues","Pesticide residues"
"Dec 2, 2021","2021.6585",Spain,China,TAZAS,"Food contact materials",,
"Dec 2, 2021","2021.6584",France,,"Frozen broad beans and Edamame","Fruits and vegetables",,
"Dec 2, 2021","2021.6583",Germany,"United States",Peanuts,"Nuts, nut products and seeds","Aflatoxin total - mycotoxins; Aflatoxin B1 - mycotoxins","Mycotoxins; Mycotoxins"
"Dec 2, 2021","2021.6582",Italy,Georgia,"Shell hazelnuts","Nuts, nut products and seeds","Aflatoxin total - mycotoxins",Mycotoxins
"Dec 2, 2021","2021.6581",Poland,Ukraine,"Post-extraction sunflower meal /poekstrakcyjna śruta słonecznikowa","Feed materials",,
"Dec 2, 2021","2021.6580",Germany,Hungary,"Organic barley grass powder","Cereals and bakery products","Bacillus cereus - presumptive - pathogenic micro-organisms","Pathogenic micro-organisms"
"Dec 2, 2021","2021.6577",Poland,Iran,"Pistachios in shell","Nuts, nut products and seeds","Aflatoxin B1 - mycotoxins; Aflatoxin total - mycotoxins","Mycotoxins; Mycotoxins"
"Dec 2, 2021","2021.6576",France,France,Cheese,"Milk and milk products","n/a","n/a"
"Dec 2, 2021","2021.6575",Germany,"Türkiye","Hazelnut kernels without shell","Nuts, nut products and seeds","Aflatoxin B1 - mycotoxins",Mycotoxins
"Dec 2, 2021","2021.6573",Italy,Italy,"Vongole (Camelea gallina)//clams (Camelea gallina)","Bivalve molluscs and products thereof","Escherichia coli - high count of - pathogenic micro-organisms","Pathogenic micro-organisms"
"Dec 2, 2021","2021.6572",Greece,India,"Hulled sesame seeds","Nuts, nut products and seeds","Salmonella spp. - pathogenic micro-organisms","Pathogenic micro-organisms"
"Dec 2, 2021","2021.6571",Germany,"Türkiye","Organic dried figs","Fruits and vegetables","Aflatoxin total - mycotoxins; Aflatoxin B1 - mycotoxins","Mycotoxins; Mycotoxins"
"Dec 2, 2021","2021.6570",Germany,"Türkiye","Pistachios in shell","Nuts, nut products and seeds","Aflatoxin total - mycotoxins; Aflatoxin B1 - mycotoxins","Mycotoxins; Mycotoxins"
"Dec 2, 2021","2021.6565",Germany,"Germany; Türkiye","Locust bean gum","Food additives and flavourings","Ethylene oxide - pesticide residues","Pesticide residues"
"Dec 2, 2021","2021.6564",Lithuania,Poland,"inner fillet of chicken broiler","Poultry meat and poultry meat products","Salmonella Newport - pathogenic micro-organisms","Pathogenic micro-organisms"
"Dec 2, 2021","2021.6563",Italy,"Türkiye","Dried figs","Fruits and vegetables","Aflatoxin - mycotoxins",Mycotoxins
"Dec 2, 2021","2021.6558",Italy,Egypt,"Arachidi in guscio","Fruits and vegetables","Aflatoxin B1 - mycotoxins; Aflatoxin total - mycotoxins","Mycotoxins; Mycotoxins"
"Dec 2, 2021","2021.6556",France,Poland,"Filets de harengs salés fumés à l'huile // Smoked and oiled salted herring fillets","Fish and products thereof","n/a","n/a"
"Dec 2, 2021","2021.6555",Hungary,Belgium,Chocolate,"Cocoa and cocoa preparations, coffee and tea",,
"Dec 2, 2021","2021.6554",Malta,"United Kingdom","Organic Moringa Leaf Powder","Dietetic foods, food supplements and fortified foods","Trimethyl-sulfonium cation - resulting from the use of glyphosate - pesticide residues; Perchlorate - industrial contaminants","Pesticide residues; Industrial contaminants"
"Dec 2, 2021","2021.6551",Lithuania,China,"Bamboo mug","Food contact materials","Melamine - migration of - migration",Migration
"Dec 2, 2021","2021.6548",Bulgaria,"Türkiye",Lemons,"Fruits and vegetables","Chlorpyrifos-methyl - pesticide residues","Pesticide residues"
"Dec 1, 2021","2021.6546",Germany,Belgium,"Complete feed for garden and park birds","Feed materials","Foreign body - foreign bodies","Foreign bodies"
"Dec 1, 2021","2021.6544",Lithuania,Ukraine,"Milky sweets",Confectionery,"Trans fatty acids - too high content of - composition",Composition
"Dec 1, 2021","2021.6543",Germany,India,"Magnesium oxide","Food additives and flavourings","Ethylene oxide - pesticide residues","Pesticide residues"
"Dec 1, 2021","2021.6542",France,"France; India",Laxanat,"Dietetic foods, food supplements and fortified foods",,
"Dec 1, 2021","2021.6540",Germany,"France; India","Senna Leaf Extract","Dietetic foods, food supplements and fortified foods","Ethylene oxide - pesticide residues","Pesticide residues"
"Dec 1, 2021","2021.6539",Spain,China,"Te verde con jazmín","Herbs and spices",,
"Dec 1, 2021","2021.6538",Germany,"Czech Republic; Germany","Rape seed meal","Feed materials","Salmonella Tennessee - pathogenic micro-organisms; Salmonella Tennessee - pathogenic micro-organisms","Pathogenic micro-organisms; Pathogenic micro-organisms"
"Dec 1, 2021","2021.6536",Spain,Brazil,"PIMIENTA NEGRA SIN TRITURAR NI PULVERIZAR","Herbs and spices","Salmonella spp. - pathogenic micro-organisms","Pathogenic micro-organisms"
"Dec 1, 2021","2021.6535",Slovenia,"Italy; Spain","Thawed yellowfin tuna","Fish and products thereof","E 300 - ascorbic acid - unauthorised - food additives and flavourings","Food additives and flavourings"
"Dec 1, 2021","2021.6534",Italy,"Türkiye","Fichi secchi","Fruits and vegetables","Aflatoxin total - mycotoxins",Mycotoxins
"Dec 1, 2021","2021.6529",Netherlands,Ghana,"Palm oil","Fats and oils","Sudan 3 - unauthorised colour - composition; Sudan 4 - unauthorised colour - composition","Composition; Composition"
"Dec 1, 2021","2021.6527",Latvia,Poland,"Chilled chicken thigh","Poultry meat and poultry meat products","Salmonella Enteritidis - pathogenic micro-organisms","Pathogenic micro-organisms"
"Dec 1, 2021","2021.6526",Netherlands,Brazil,"Chilled Boneless Beef","Meat and meat products (other than poultry)","Escherichia coli shigatoxin-producing - pathogenic micro-organisms","Pathogenic micro-organisms"
"Dec 1, 2021","2021.6525",Spain,Paraguay,"2008 11 96","Nuts, nut products and seeds","Aflatoxin B1 - mycotoxins; Aflatoxin total - mycotoxins","Mycotoxins; Mycotoxins"
"Dec 1, 2021","2021.6524",Switzerland,"United States","Universal Natural Sterol Complex","Dietetic foods, food supplements and fortified foods","Plant parts - unauthorised - composition",Composition
"Dec 1, 2021","2021.6521",Austria,Germany,"Ready dough for cookies","Cereals and bakery products","Escherichia coli shigatoxin-producing - pathogenic micro-organisms","Pathogenic micro-organisms"
"Nov 30, 2021","2021.6520",Germany,"France; Germany; India","Organic guar gum","Food additives and flavourings","Ethylene oxide - pesticide residues","Pesticide residues"
"Nov 30, 2021","2021.6519",Spain,China,"Plant extract","Other food product / mixed",,
"Nov 30, 2021","2021.6518",Spain,Brazil,"Frozen poultry meat preparation","Poultry meat and poultry meat products",,
"Nov 30, 2021","2021.6516",Italy,"Türkiye","fichi secchi // dried figs","Fruits and vegetables","Aflatoxin total - mycotoxins",Mycotoxins
"Nov 30, 2021","2021.6515",Sweden,India,"Turmeric powder organic","Herbs and spices",,
"Nov 30, 2021","2021.6512",Spain,China,"Dog chews","Pet food","Enterobacteriaceae - high count of - non-pathogenic micro-organisms","Non-pathogenic micro-organisms"
"Nov 30, 2021","2021.6511",Finland,Cameroon,"Okok, fresh","Herbs and spices","Salmonella typhimurium - pathogenic micro-organisms","Pathogenic micro-organisms"
"Nov 30, 2021","2021.6510",Greece,Malaysia,"Stabilizer & emulsifier system for frozen dessert","Food additives and flavourings","Ethylene oxide - pesticide residues","Pesticide residues"
"Nov 30, 2021","2021.6509",Finland,Uganda,Eggplant,"Fruits and vegetables","n/a","n/a"
"Nov 30, 2021","2021.6508",Netherlands,Netherlands,"Cashew paste","Nuts, nut products and seeds","Peanut - presence of - allergens; Peanut - presence of - allergens; Peanut - presence of - allergens","Allergens; Allergens; Allergens"
"Nov 30, 2021","2021.6507",Finland,China,Tea,"Cocoa and cocoa preparations, coffee and tea","n/a","n/a"
"Nov 30, 2021","2021.6505",Germany,"Türkiye","Live crayfish (Astacus leptodactylus)","Crustaceans and products thereof","Semicarbazide (SEM) - industrial contaminants","Industrial contaminants"
"Nov 30, 2021","2021.6504",Bulgaria,"Türkiye","FRESH PEPPER","Fruits and vegetables","Fenamiphos - pesticide residues","Pesticide residues"
"Nov 30, 2021","2021.6502",Poland,India,"Sesame seed","Nuts, nut products and seeds","Salmonella spp. - pathogenic micro-organisms","Pathogenic micro-organisms"
"Nov 30, 2021","2021.6501",France,Germany,"Pizza 4 fromages 380 g / Premium Pizza Vierkäse 380 g","Prepared dishes and snacks",,
"Nov 30, 2021","2021.6500",Portugal,"United Kingdom","Chas e Infusoes, do Reino Unido","Other food product / mixed",,
"Nov 30, 2021","2021.6499",Portugal,"Costa Rica","Cassava roots","Fruits and vegetables",,
"Nov 30, 2021","2021.6498",Croatia,Albania,"Fresh red horn pepper","Fruits and vegetables","Formetanate - pesticide residues","Pesticide residues"
"Nov 30, 2021","2021.6497",Germany,Egypt,"Unshelled peanuts","Nuts, nut products and seeds","Aflatoxin B1 - mycotoxins; Aflatoxin total - mycotoxins","Mycotoxins; Mycotoxins"
"Nov 29, 2021","2021.6486",Germany,Germany,"Food supplement","Dietetic foods, food supplements and fortified foods",,
"Nov 29, 2021","2021.6485",Croatia,Italy,"Canned beans","Fruits and vegetables","Particles - foreign bodies","Foreign bodies"
"Nov 29, 2021","2021.6484",Portugal,China,"Dried lily flower (Hemerocallis citrina baroni) from China","Fruits and vegetables",,
"Nov 29, 2021","2021.6483",Norway,China,"Tableware; cups, bowls, plates, strainer, cake slicer, cutlery set","Food contact materials",,
"Nov 29, 2021","2021.6482",Germany,"Türkiye","Food paste","Dietetic foods, food supplements and fortified foods","Sildenafil - unauthorised substance - composition",Composition
"Nov 29, 2021","2021.6481",Spain,China,SURIMI,"Fish and products thereof",,
"Nov 29, 2021","2021.6479","Czech Republic",China,"Rabbit thighs","Meat and meat products (other than poultry)","Salmonella Enteritidis - pathogenic micro-organisms","Pathogenic micro-organisms"
"Nov 29, 2021","2021.6477",Belgium,China,Honey,"Honey and royal jelly","Oxymatrine - pesticide residues","Pesticide residues"
"Nov 29, 2021","2021.6475",Iceland,"United Kingdom","Smoked salmon paté","Fish and products thereof","n/a","n/a"
"Nov 29, 2021","2021.6474",Spain,India,"Dog chews","Pet food","Enterobacteriaceae - high count of - non-pathogenic micro-organisms","Non-pathogenic micro-organisms"
"Nov 29, 2021","2021.6473",Germany,Germany,"Pickled cabbage with ham","Other food product / mixed",,
"Nov 29, 2021","2021.6471",Denmark,China,"Shiitake mushrooms","Fruits and vegetables","Sulphite - undeclared - food additives and flavourings","Food additives and flavourings"
"Nov 29, 2021","2021.6469",Slovenia,Hungary,"Frozen young duck with added offal","Poultry meat and poultry meat products","Salmonella typhimurium - pathogenic micro-organisms","Pathogenic micro-organisms"
"Nov 29, 2021","2021.6468",Germany,,"Organic cloves, whole","Herbs and spices","Chlorpyrifos - pesticide residues","Pesticide residues"
"Nov 29, 2021","2021.6466",Croatia,Iran,Dates,"Fruits and vegetables","Fenpyroximate - pesticide residues; Fenpyroximate - pesticide residues","Pesticide residues; Pesticide residues"
"Nov 29, 2021","2021.6465",Netherlands,Netherlands,Mussels,"Bivalve molluscs and products thereof","Escherichia coli - too high count of - pathogenic micro-organisms","Pathogenic micro-organisms"
"Nov 29, 2021","2021.6463",Slovenia,,"Food supplement","Dietetic foods, food supplements and fortified foods","Tadalafil - unauthorised substance - composition",Composition
"Nov 26, 2021","2021.6460",Romania,Spain,"Jambon fiert "" Jamon Cocido Extra Espina"" - cooked ham","Meat and meat products (other than poultry)",,
"Nov 26, 2021","2021.6459",Denmark,Peru,"Sugar snaps","Fruits and vegetables","Chlorothalonil - pesticide residues","Pesticide residues"
"Nov 26, 2021","2021.6458",Germany,France,"Organic Wheat Spelt Pretzel Biscuits with Chickpea Flour","Cereals and bakery products",,
"Nov 26, 2021","2021.6457",Netherlands,"Belgium; France; Greece; Spain","Roomijs Bloedsinaasappel","Milk and milk products","Sudan 2 - unauthorised colour - composition",Composition
